0,2
0,4
0,6
0,8
0,10
0,12
0,14
0,16
0,18
0,20
0,22
0,24
0,26
0,28
0,30
0,32
0,34
0,36
0,38
0,40
0,42
0,44
0,46
0,48
0,50
0,52
0,54
0,56
0,58
0,60
0,62
0,64
0,66
0,68
0,70
0,72
0,74
0,76
0,78
0,80
0,82
0,84
0,86
0,88
0,90
0,92
0,94
0,96
0,98
0,100
0,102
0,104
0,106
0,108
0,110
0,112
0,114
0,116
0,118
0,120
0,122
0,124
0,126
0,128
0,130
0,132
0,134
0,136
0,138
0,140
0,142
0,144
0,146
0,148
0,150
0,152
0,154
0,156
0,158
0,160
0,162
0,164
0,166
0,168
0,170
0,172
0,174
0,176
0,178
0,180
0,182
0,184
0,186
0,188
0,190
0,192
0,194
0,196
0,198
0,200
0,202
0,204
0,206
0,208
0,210
0,212
0,214
0,216
0,218
0,220
0,222
0,224
0,226
0,228
0,230
0,232
0,234
0,236
0,238
0,240
0,242
0,244
0,246
0,248
0,250
0,252
0,254
0,256
0,258
0,260
0,262
0,264
0,266
0,268
0,270
0,272
0,274
0,276
0,278
0,280
0,282
0,284
0,286
0,288
0,290
0,292
0,294
0,296
0,298
0,300
0,302
0,304
0,306
0,308
0,310
0,312
0,314
0,316
0,318
0,320
0,322
0,324
0,326
0,328
0,330
0,332
0,334
0,336
0,338
0,340
0,342
0,344
0,346
0,348
0,350
0,352
0,354
0,356
0,358
0,360
0,362
0,364
0,366
0,368
0,370
0,372
0,374
0,376
0,378
0,380
0,382
0,384
0,386
0,388
0,390
0,392
0,394
0,396
0,398
0,400
0,402
0,404
0,406
0,408
0,410
0,412
0,414
0,416
0,418
0,420
0,422
0,424
0,426
0,428
0,430
0,432
0,434
0,436
0,438
0,440
0,442
0,444
0,446
0,448
0,450
0,452
0,454
0,456
0,458
0,460
0,462
0,464
0,466
0,468
0,470
0,472
0,474
0,476
0,478
0,480
0,482
0,484
0,486
0,488
0,490
0,492
0,494
0,496
0,498
0,500
2,2
2,4
2,6
2,8
2,10
2,12
2,14
2,16
2,18
2,20
2,22
2,24
2,26
2,28
2,30
2,32
2,34
2,36
2,38
2,40
2,42
2,44
2,46
2,48
2,50
2,52
2,54
2,56
2,58
2,60
2,62
2,64
2,66
2,68
2,70
2,72
2,74
2,76
2,78
2,80
2,82
2,84
2,86
2,88
2,90
2,92
2,94
2,96
2,98
2,100
2,102
2,104
2,106
2,108
2,110
2,112
2,114
2,116
2,118
2,120
2,122
2,124
2,126
2,128
2,130
2,132
2,134
2,136
2,138
2,140
2,142
2,144
2,146
2,148
2,150
2,152
2,154
2,156
2,158
2,160
2,162
2,164
2,166
2,168
2,170
2,172
2,174
2,176
2,178
2,180
2,182
2,184
2,186
2,188
2,190
2,192
2,194
2,196
2,198
2,200
2,202
2,204
2,206
2,208
2,210
2,212
2,214
2,216
2,218
2,220
2,222
2,224
2,226
2,228
2,230
2,232
2,234
2,236
2,238
2,240
2,242
2,244
2,246
2,248
2,250
2,252
2,254
2,256
2,258
2,260
2,262
2,264
2,266
2,268
2,270
2,272
2,274
2,276
2,278
2,280
2,282
2,284
2,286
2,288
2,290
2,292
2,294
2,296
2,298
2,300
2,302
2,304
2,306
2,308
2,310
2,312
2,314
2,316
2,318
2,320
2,322
2,324
2,326
2,328
2,330
2,332
2,334
2,336
2,338
2,340
2,342
2,344
2,346
2,348
2,350
2,352
2,354
2,356
2,358
2,360
2,361
2,362
2,364
2,366
2,368
2,370
2,372
2,374
2,376
2,378
2,380
2,382
2,384
2,386
2,388
2,390
2,392
2,394
2,396
2,398
2,400
2,402
2,404
2,406
2,408
2,410
2,412
2,414
2,416
2,418
2,420
2,422
2,424
2,426
2,428
2,430
2,432
2,434
2,436
2,438
2,440
2,442
2,444
2,446
2,448
2,450
2,452
2,454
2,456
2,458
2,460
2,462
2,464
2,466
2,468
2,470
2,472
2,474
2,476
2,478
2,480
2,482
2,484
2,486
2,488
2,490
2,492
2,494
2,496
2,498
2,500
35,2
35,4
35,6
35,8
35,10
35,12
35,14
35,16
35,18
35,20
35,22
35,24
35,26
35,28
35,30
35,32
35,34
35,36
35,38
35,40
35,42
35,44
35,46
35,48
35,50
35,52
35,54
35,56
35,58
35,60
35,62
35,64
35,66
35,68
35,70
35,72
35,74
35,76
35,78
35,80
35,82
35,84
35,86
35,88
35,90
35,92
35,94
35,96
35,98
35,100
35,102
35,104
35,106
35,108
35,110
35,112
35,114
35,116
35,118
35,120
35,122
35,124
35,126
35,128
35,130
35,132
35,134
35,136
35,138
35,140
35,142
35,144
35,146
35,148
35,150
35,151
35,152
35,153
35,154
35,155
35,156
35,157
35,158
35,159
35,160
35,162
35,164
35,165
35,166
35,167
35,168
35,170
35,172
35,174
35,176
35,178
35,180
35,182
35,184
35,186
35,188
35,190
35,192
35,194
35,196
35,198
35,200
35,202
35,204
35,206
35,208
35,210
35,212
35,214
35,216
35,218
35,220
35,222
35,224
35,226
35,228
35,230
35,232
35,234
35,235
35,236
35,237
35,238
35,239
35,240
35,241
35,242
35,243
35,244
35,245
35,246
35,248
35,250
35,252
35,254
35,256
35,258
35,260
35,262
35,264
35,266
35,268
35,270
35,272
35,274
35,276
35,278
35,280
35,282
35,284
35,286
35,288
35,290
35,292
35,294
35,296
35,298
35,300
35,302
35,304
35,306
35,308
35,310
35,312
35,314
35,316
35,318
35,320
35,322
35,324
35,326
35,328
35,330
35,332
35,334
35,336
35,338
35,340
35,342
35,344
35,346
35,348
35,350
35,352
35,354
35,356
35,358
35,360
35,362
35,364
35,366
35,368
35,370
35,372
35,374
35,376
35,378
35,380
